Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Costa Rica,CRI,380.7191307,354.815218,334.4868363,344.8290256,353.001883,373.0330451,394.173151,412.7293867,442.9877079,474.6844143,532.6671368,567.4123466,635.9636206,766.0887124,814.7052445,934.8988849,1121.338039,1391.67107,1554.708466,1734.436062,2022.109731,1069.139835,1033.894312,1535.351908,1727.175553,1756.856818,1955.702554,2033.671259,2059.311255,2274.430069,2391.301446,2257.491123,2618.167952,2854.6202,3045.406733,3279.326506,3230.234155,3408.365101,3614.562567,3688.398314,3808.363689,3981.528047,4062.014965,4167.714107,4425.507467,4697.011135,5245.187372,6120.623418,6911.136136,6809.396224,8199.414621,9186.59639,9985.36959,10569.66631,10647.44179,11406.36273,11824.6381,
Caribbean small states,CSS,457.9562132,486.4250713,503.8578616,525.594423,558.1927404,591.5497882,632.1857863,669.3725073,657.053757,706.1472494,767.3784456,824.0888575,942.4825625,1017.292848,1306.970536,1511.81456,1534.205841,1764.462365,1780.643297,2017.71787,2447.086678,2667.562521,2928.018046,2930.515826,2761.214671,2703.421871,2446.108671,2611.154757,2752.063021,2802.171862,2968.21036,2912.937453,2841.682838,2955.851147,3091.98693,3358.56716,3632.237942,4025.64158,4387.579141,4629.842599,4938.532599,5043.494048,5275.617967,5621.26785,6130.263788,6898.778285,7697.176479,8503.255402,9641.410665,8059.695503,8701.583469,9352.573111,9592.779948,9654.56647,9597.558084,9271.364771,8769.641649,
Cuba,CUB,,,,,,,,,,,653.2329148,779.5590533,901.3717984,1088.453907,1224.423039,1380.250601,1444.801798,1474.48163,1837.502319,2003.054352,2024.66004,2038.630096,2111.052398,2227.905625,2399.844466,2273.184149,2382.608905,2455.209164,2645.49087,2576.974727,2706.975742,2280.335931,2057.682969,2072.167419,2621.824239,2790.178221,2282.389619,2303.090535,2326.112221,2553.06976,2741.110542,2832.188893,2994.339988,3192.669378,3390.716256,3779.05707,4669.060916,5184.494227,5376.447622,5484.7763,5676.141403,6075.924306,6425.941119,6760.15344,7050.50199,7602.261218,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30189.76843,,,,,,,,,,64100.9077,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,976.3342448,1157.411648,1476.271543,1929.403607,2559.259675,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15098.00602,14969.42279,14303.53857,15247.29329,15457.64436,14672.88206,15062.92433,16372.29152,20293.40789,23932.49128,25324.48666,27169.99256,31386.63265,35390.70488,32105.8159,30818.46396,32233.83942,28951.15556,27907.96736,27340.88382,23075.1127,23324.20174,
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901.525437,2867.229425,3338.655158,3916.051656,4583.584499,5765.048439,6473.435452,5980.258304,6447.463539,6293.304387,5994.528277,6594.717465,8011.898074,9741.058384,11667.63212,13317.72983,15159.14115,18333.9459,22649.37934,19698.49209,19764.01554,21717.45794,19729.87051,19916.01939,19744.55861,17556.9243,18266.54969,
Germany,DEU,,,,,,,,,,,2750.719742,3180.055927,3795.566081,5027.660309,5617.741721,6212.763127,6609.753392,7653.884711,9446.166785,11238.34067,12092.38185,10170.44628,9876.228232,9827.022409,9277.932299,9393.891691,13410.8971,16614.4101,17863.4379,17697.16351,22219.57253,23269.3818,26333.53744,25488.51952,27087.55845,31729.69976,30564.24781,27045.71913,27340.67288,26795.99113,23718.7467,23687.31689,25205.16445,30359.95215,34165.93403,34696.62092,36447.87232,41814.8191,45699.19832,41732.70725,41785.55691,46810.32796,44065.24891,46530.91143,47902.65288,41176.88158,41936.05858,
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,801.1727273,,761.4703124,748.1952492,725.7425321,766.1409545,762.0113217,777.2623296,753.5201889,790.0322652,789.5517691,767.4669289,760.5314478,755.5962418,765.7204882,768.1760767,781.2322196,792.15412,819.974118,864.1847206,904.7297489,965.6693779,1047.586896,1214.077118,1253.657431,1325.990724,1430.986898,1536.150685,1622.637974,1740.915011,1862.167274,,
Dominica,DMA,,,,,,,,,,,,,,,,,,495.4348854,608.4207102,591.2084924,784.7146613,878.5209754,958.5187156,1069.286071,1210.679371,1338.690509,1534.735694,1745.863592,2003.940044,2152.860308,2345.010606,2547.034768,2701.976318,2814.471542,3018.778239,3139.180544,3323.416184,3473.795902,3676.778215,3830.175253,4820.107567,4924.922784,4836.384921,4994.667402,5325.046981,5244.033732,5513.16071,5939.053585,6446.663832,6866.224899,6912.435714,6985.532327,6744.567106,7022.750665,7257.395143,7069.502788,7144.454673,
Denmark,DNK,1364.51716,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3464.456995,3845.496159,4654.305336,6119.372658,6770.73393,7999.111532,8787.580917,9783.840858,11826.00355,13752.00641,13883.89965,12081.78954,11804.43319,11857.90212,11562.91349,12253.09555,17201.08283,21340.71406,22527.0471,21901.05752,26891.44164,27011.38589,29569.65453,27597.97148,29995.56522,35351.38071,35650.72434,32835.92877,33368.15485,33440.80162,30743.55917,30751.64946,33228.69291,40458.77064,46511.60457,48799.82037,52026.99311,58487.04501,64322.06664,58163.29359,58041.41122,61753.66007,58507.50021,61191.19263,62425.5392,53014.64416,53417.66428,
Dominican Republic,DOM,204.1260251,192.0266541,234.0343478,258.5589678,272.9142917,228.9538297,245.8904751,250.8539774,253.9043888,281.1894003,329.8606475,359.8270308,417.5057889,479.5440415,582.8500323,698.9020444,748.2687314,847.6006331,861.258295,968.7926263,1141.451721,1222.661485,1310.122738,1387.320754,1626.43196,777.424081,923.89029,861.3911436,778.5121223,949.404024,984.6913025,1327.450694,1510.022075,1704.850249,1871.667431,2072.683652,2258.25854,2400.188253,2551.900557,2575.565104,2802.420042,2862.154836,3008.465078,2372.628827,2421.096062,3681.059903,3836.468771,4647.310359,5011.037937,4952.677503,5451.06696,5759.0643,5968.876767,6027.055544,6268.692122,6468.471648,6722.223536,
Algeria,DZA,244.8248065,213.4859051,171.2098095,225.5305962,236.6101896,248.3781436,234.1889083,252.4182522,280.2682882,300.9818257,334.2595277,339.3840491,439.7311239,551.4344417,813.0499027,931.1055173,1031.303135,1185.510635,1447.618021,1771.965549,2189.77668,2223.697344,2197.1105,2298.883805,2452.664632,2567.495905,2740.654724,2790.473919,2402.825627,2202.55809,2394.42038,1721.578696,1766.054678,1797.523561,1499.971505,1444.908036,1596.029867,1612.009303,1588.481449,1581.004564,1757.017797,1732.857979,1774.033673,2094.335506,2598.908023,3100.122378,3464.610079,3935.183343,4905.254866,3868.83123,4463.394675,5432.250203,5564.82566,5471.866766,5470.851007,4132.760292,3843.752322,
East Asia & Pacific (excluding high income),EAP,89.562542,78.68452694,71.18198478,75.18417751,85.10737615,96.92635807,103.2376425,97.48192206,95.85259837,104.7559443,113.6379926,118.9372118,131.6023678,161.829373,178.6294931,196.9512684,196.4166348,223.3557655,212.8467449,242.6967058,275.8069858,289.8144458,299.1009668,308.6947983,329.9239394,355.8548113,348.9331458,338.6196304,369.0637138,392.2467526,413.7518804,442.3411731,488.8730549,529.6868784,628.9967686,766.6718988,869.932056,890.3753013,806.793345,878.0550585,958.2275205,1009.927342,1107.819717,1243.193206,1429.786281,1640.151665,1958.345175,2458.680923,3089.768511,3328.470927,4008.175818,4864.576139,5387.908975,5905.389866,6304.610974,6514.616205,6586.077744,
Early-demographic dividend,EAR,155.4512223,152.7993649,154.6948052,159.7753274,178.6798679,190.3317943,183.3969313,187.8391467,198.5682701,216.5418632,223.3182694,235.3730651,252.1866876,314.7952505,430.7260009,451.4059766,480.8313792,525.2521498,567.617135,673.004741,810.1539094,882.7971162,819.3628873,806.6415545,775.5512911,774.3300678,766.712776,754.4466061,791.9127257,790.4833406,889.4414149,921.6014199,989.7628203,1064.065286,1091.101554,1096.381674,1173.373951,1229.828559,1190.519941,1239.139573,1319.889063,1280.919911,1222.804198,1344.428834,1536.269143,1762.84505,1985.615393,2320.982644,2577.850413,2440.345378,2918.784661,3240.127598,3322.534107,3354.888268,3375.658748,3237.128484,3240.724515,
East Asia & Pacific,EAS,147.2203122,147.1833281,148.5868423,161.9172542,181.8281691,197.8602212,215.593012,228.0039621,245.2526482,275.1833868,315.7677883,341.5228457,413.8976058,533.5869357,601.3117204,645.96331,698.3313304,819.5422675,1018.413141,1089.268081,1160.136698,1261.797313,1215.991135,1270.256748,1342.753591,1402.61569,1801.042387,2072.61835,2454.287159,2526.884351,2605.483418,2892.791724,3117.596334,3457.039278,3811.80645,4279.750366,4075.546585,3856.020555,3420.095703,3780.306121,4051.694011,3734.924892,3762.157335,4103.130421,4566.472945,4833.571691,5087.217636,5649.697592,6479.052497,6630.443905,7677.795457,8842.558955,9400.029868,9445.001895,9662.432037,9541.144659,9786.468143,
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331.369195,2461.354038,2364.757101,2168.537779,2122.686233,1839.597958,1961.682479,1988.092791,2067.005379,1944.266216,1638.116465,1813.342178,1806.728721,2068.785101,2615.230472,3444.238761,4343.651604,5312.265531,6841.426722,8436.825523,6613.476812,7822.755234,9548.097617,9984.825787,10491.19978,9887.735413,7518.759638,7136.901298,
Europe & Central Asia,ECS,648.581537,682.4997381,737.4582206,803.7611917,879.9878452,947.139553,1019.260903,1086.672451,1123.535323,1223.158858,1365.420926,1528.197636,1816.08665,2288.100685,2565.413983,2975.084819,3070.236337,3455.920746,4190.127865,5092.246527,5728.8458,5065.308134,4852.1083,4680.500836,4472.309812,4600.970229,6241.440411,7665.72538,8481.18164,8616.30562,10485.63204,10775.80781,11510.61173,10539.76472,10998.20329,12644.20823,12889.92216,12210.00404,12496.18171,12339.00501,11609.94629,11709.96011,12785.0111,15534.97875,18056.92455,19172.63322,20687.72896,24088.04199,26325.92753,23056.929,23515.28637,25975.01712,24901.23891,25870.41354,26135.2771,22347.20402,22108.51128,
Ecuador,ECU,222.2668628,209.3517908,199.1730946,209.617604,226.719903,454.6655524,449.3990149,458.7800829,450.5711303,527.4997645,471.385993,440.7573993,495.5872546,588.5972465,970.7354295,1106.518478,1266.390725,1495.253146,1574.55979,1823.722995,2241.790006,2665.31225,2374.597409,1993.03494,1916.703586,1895.769887,1651.4935,1467.302462,1340.142796,1392.232518,1491.401682,1623.989246,1690.155141,1729.373393,2028.197734,2135.632812,2159.150814,2361.599124,2300.407884,1584.463443,1451.290776,1903.741571,2183.966796,2440.46898,2708.557892,3021.942547,3350.786541,3590.718086,4274.952065,4255.565701,4657.302361,5223.351763,5702.104313,6074.090829,6432.216537,6205.062224,5968.984138,
"Egypt, Arab Rep.",EGY,,,,,,165.5534063,168.4518045,171.4872106,183.0321702,200.5371083,219.2099524,230.4858914,238.971649,256.5276403,235.2476819,291.8764051,333.2701289,356.7459318,353.5300907,421.8201679,519.5679443,517.6296623,551.8019638,591.1888221,627.0417599,690.9584868,695.2501388,763.3467637,642.4632674,707.9248097,751.2411237,629.260459,697.1868548,760.1497283,830.4242696,944.2019116,1041.523448,1185.718121,1258.997552,1321.799713,1428.183004,1370.717438,1210.229249,1120.874928,1045.943208,1168.115231,1375.196316,1640.476068,2011.246154,2291.667062,2602.479549,2747.480327,3181.441708,3213.389158,3327.754247,3547.713012,3514.490097,
Euro area,EMU,924.614762,1008.52581,1108.84942,1232.322444,1358.149496,1468.811167,1588.592599,1713.634954,1825.08387,2002.876116,2231.817922,2515.444616,3018.038368,3892.027751,4387.375739,5060.993855,5257.594334,5956.581615,7265.687133,8767.071814,9778.745962,8467.315951,8175.667964,7960.085455,7622.835536,7816.69186,10942.8598,13497.46767,14794.09214,15046.46129,18847.338,19521.49396,21437.66812,19555.17707,20594.78792,23709.16352,23936.01991,21832.87204,22386.55988,22229.58688,20189.0172,20441.10134,22132.18892,27158.57724,30980.64058,31985.29093,33797.63094,38712.1148,42226.84293,38482.28388,37610.82843,40613.22038,37593.15416,39097.59064,39765.19375,34213.51214,34866.09607,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.9867265,150.9730942,172.3215472,187.0504479,222.5454459,217.1509292,231.2266102,208.6209747,208.1969487,215.1392103,201.7687981,232.7945459,287.4222243,276.7508096,297.8280588,317.3294336,326.0825642,430.7544499,482.1490904,582.7755302,,,,,,
Spain,ESP,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1208.996662,1358.465747,1704.167361,2241.448847,2742.455585,3201.119201,3270.405729,3617.737759,4344.606706,5754.542183,6191.714945,5356.577832,5145.694384,4466.336264,4477.793724,4686.891069,6495.811997,8217.234257,9676.769252,10652.95797,13767.38147,14771.6723,16068.42672,13303.67613,13378.84984,15429.93942,16069.20709,14696.21611,15340.33211,15678.21523,14676.70609,15323.6114,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35578.73619,32333.4661,30736.00228,31834.21816,28562.29324,29210.09342,29600.47225,25683.84565,26528.49179,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.383709,3352.733741,3619.945496,4052.292271,4119.347394,4070.032827,4498.957027,5308.347781,7174.237415,8850.465115,10338.31322,12595.41065,16586.4052,18094.54805,14726.31828,14638.60482,17454.84342,17421.89022,19029.7746,19941.45532,17074.92091,17574.68736,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,202.7919376,207.5479863,223.7872069,204.8721662,232.3715877,233.8183804,242.0451601,242.7873277,247.0265475,253.1929484,270.2443935,203.1645022,164.9584363,124.9830454,133.7288539,144.5003524,140.8611257,124.5056232,119.1340818,123.8762057,120.1789279,111.3634356,118.8734466,135.7623858,161.6266248,193.7949056,243.3026822,325.3825543,379.7566385,341.3099092,354.8463544,468.5067249,502.1535887,571.1622759,645.4637627,706.7577541,
European Union,EUU,876.5348324,946.2056056,1024.569903,1118.707418,1229.019939,1327.409576,1428.008992,1523.420758,1572.873613,1716.497189,1934.646808,2176.907042,2589.850947,3268.565406,3653.018414,4236.358625,4367.016512,4925.038353,6011.919448,7313.888477,8313.964738,7329.499352,7034.62776,6802.943344,6517.506204,6719.650513,9189.076823,11337.61956,12606.45173,12828.73905,15854.49684,16420.74197,17838.87528,16209.97847,17171.67728,19845.27354,20257.01958,19085.23442,19709.24551,19643.09289,18229.55141,18400.50767,20006.69568,24270.13266,27917.03876,29079.12604,30902.70134,35568.53816,38097.79753,33936.55819,33658.09787,36389.08523,34194.35316,35536.86208,36579.69918,32047.74924,32058.77358,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.2207441,569.6207037,540.7768568,598.7971676,673.3290252,796.8977803,911.078808,1093.30624,1377.520141,1251.8725,1453.7164,1546.095017,1627.913888,1699.637379,1746.52115,1546.674042,1471.014651,
Finland,FIN,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2467.476347,2718.207552,3180.005873,4176.272761,5301.542778,6260.191279,6744.696982,7074.35653,7634.482408,9339.177076,11232.27456,10934.56809,10945.27734,10505.83366,10841.56713,11405.93365,14962.25536,18580.65865,22056.70175,23983.84575,28380.54891,25503.21521,22337.48712,17617.03044,20305.58355,26273.4659,25777.6413,24676.49708,25989.4075,26178.79178,24253.25042,24913.24452,26834.02625,32816.16088,37636.11173,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46202.41516,50790.72415,47415.55987,49638.07713,49914.61864,42405.39744,43090.24751,
Fiji,FJI,285.5425005,287.3291439,291.5397068,296.7729354,310.8729969,317.0729473,316.1795868,333.309188,334.647453,357.4594487,422.4135104,466.0437579,583.3499301,768.7384555,987.9761702,1186.739879,1182.176627,1202.711764,1360.870262,1640.678329,1893.046665,1898.594889,1786.918614,1638.637327,1681.974016,1603.586714,1795.605327,1632.073424,1535.414063,1632.138291,1834.989572,1881.569901,2057.40669,2166.052726,2383.915146,2540.751518,2714.2535,2641.064749,2070.165847,2408.165466,2076.013308,2038.891729,2259.055796,2835.973972,3332.918533,3658.630832,3749.939813,4078.82327,4177.657789,3369.408247,3651.966784,4353.121392,4546.738504,4763.068956,5046.03728,4921.896209,5153.351544,
France,FRA,1338.299606,1440.55433,1585.917267,1752.964403,1919.266718,2042.240384,2189.670888,2346.362952,2532.314748,2725.217643,2862.469268,3173.840026,3857.37279,4965.854769,5317.61951,6672.511388,6846.352197,7513.344973,9248.441631,11170.46017,12712.6014,11110.55977,10505.73547,10005.15167,9432.292357,9775.339435,13557.14722,16324.39356,17696.51115,17704.95898,21795.23783,21782.4162,23937.05692,22503.26085,23625.529,27037.97213,27015.25896,24359.42506,25101.36874,24799.29601,22465.64184,22527.31775,24275.2426,29691.18158,33874.74255,34879.72633,36544.50853,41600.58397,45413.06571,41631.13141,40703.34279,43810.20088,40838.02444,42554.12205,42955.24287,36526.77011,36854.96828,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23737.41677,23982.88067,22479.57899,24300.3786,26553.74656,30993.07706,34979.0817,35847.39379,40719.72341,47024.22253,49772.86588,46521.79095,47398.11361,50788.93943,48422.00754,53612.71345,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,1320.062471,,,1275.867558,1296.378583,1355.12546,1436.906824,1528.064694,1682.203261,1756.185104,1908.903727,1909.350632,2065.004277,2019.91527,1906.880058,2029.289159,2046.639645,2170.92021,2240.021462,2257.773665,2293.579614,2247.795491,2352.683717,2393.845804,2435.246198,2501.384023,2669.400731,2838.530729,2998.874048,3148.074935,3044.546875,3057.943566,3016.011223,3068.507771,
Gabon,GAB,283.4004647,332.5047204,358.5609752,299.2266457,411.7685848,425.2950373,453.131711,490.3076981,520.3792451,550.2859345,548.7080134,634.3151226,702.1565946,1157.150818,2425.358419,3320.824694,4533.81438,4138.857814,3439.42595,4258.763988,5869.279449,5166.313923,4717.981684,4309.04665,4407.284354,4023.581632,3990.070881,3742.656537,4253.668367,4517.927977,6251.017385,5523.198654,5566.362537,4244.913331,3958.596186,4565.580499,5111.374331,4663.140106,3827.975793,3883.325188,4116.460693,3976.104887,4102.55271,4892.011618,5685.577736,6741.293948,7027.777345,8352.817101,10094.02746,7603.660223,8754.113376,10716.20258,9774.181017,9679.742995,9692.163874,7388.984144,7179.340661,
United Kingdom,GBR,1380.306241,1452.544709,1513.651449,1592.614477,1729.399978,1850.954769,1959.62783,2023.627564,1896.386749,2032.34701,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,22755.56212,23947.95875,26357.52719,27759.33421,28154.37126,27769.93125,27284.22404,29603.46576,34007.88876,39824.76181,41524.06554,44016.72641,49949.15488,46523.26545,38010.10045,38709.91166,41240.42486,41538.30726,42407.37101,46412.11727,43929.69081,39899.38839,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.640122,1314.67067,757.2235485,550.0155426,517.0870879,569.0181381,670.4611048,774.6802033,805.2726845,628.8656516,691.9977101,733.9704142,779.3845935,928.0108227,1207.367228,1530.057521,1872.680416,2492.12878,3174.949001,2706.588512,2964.477034,3725.063221,4142.869175,4274.376857,4429.650075,3764.640912,3853.649904,
Ghana,GHA,182.9791912,189.7133803,195.1199885,210.9689785,230.4311999,266.3186458,269.4592356,216.8414258,202.7618857,233.651242,257.6518516,273.8227964,232.5399135,263.685964,301.3667987,285.8295247,275.8778954,312.9993132,353.7088731,381.0361958,411.5179166,379.7977778,351.3193892,341.0872166,358.396819,354.2199898,437.0782413,376.4318004,375.1812245,368.962397,402.5888817,438.6143193,414.7673408,375.3204353,333.4049392,385.7373195,403.5344405,391.35568,414.768461,417.7679907,263.1124679,273.6596668,309.4844703,373.2815537,423.1936389,498.1723904,922.9351677,1090.686718,1224.401554,1086.765038,1312.607557,1574.978653,1629.800222,1814.492297,1432.227943,1361.113905,1513.461034,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,367.6243838,379.3634686,429.2252767,421.447937,441.4127933,472.9737936,485.9748491,457.7628488,448.4475642,469.2761014,475.7463919,453.801151,421.9982034,399.9739644,340.0516918,315.8398003,322.811171,370.1931781,386.3288283,303.424498,296.6803082,409.456775,437.4467238,436.6895539,438.7513346,459.2009012,502.3485646,540.1693204,561.0997387,554.0408766,508.1450784,
"Gambia, The",GMB,,,,,,,108.3158256,112.1570719,96.73252937,103.6460073,116.9206138,121.0980781,124.6716181,153.4883772,189.5059533,221.0499974,209.1491166,250.2536952,302.6196058,353.9466887,398.8965498,349.7930893,333.304787,317.0447339,252.9422196,308.3268474,242.1717627,274.3683933,316.3194665,322.4463052,345.8558101,727.034661,729.0418881,748.7842096,719.9757073,737.1787914,773.4393371,712.3318781,723.7948296,681.5374179,635.5637584,541.0558913,440.9474786,359.6521781,413.8398773,432.1929061,439.3423674,519.0452794,607.9479735,549.317956,562.8517527,517.7942063,506.3853433,486.0795247,442.7466899,474.7165587,473.1904363,
Guinea-Bissau,GNB,,,,,,,,,,,110.6077668,108.1437636,118.2791792,118.1761217,128.4556489,139.9999231,143.3215955,146.1336164,155.5708772,149.5817782,138.1697922,189.970092,198.787073,191.5174436,157.9235541,159.9275306,141.2992024,184.2234318,170.2919831,215.6183147,241.002485,247.9384212,212.9408099,217.6075323,211.5952576,223.3418401,233.3095607,227.638268,172.0601488,183.8530105,297.7519443,309.486749,321.4813204,360.5718585,393.3138244,424.9534585,418.9445004,481.0694976,583.5445622,544.2220779,543.9574108,692.6009989,607.7518833,610.5663047,642.6256154,596.8717189,620.2147647,
Equatorial Guinea,GNQ,,,34.74142752,40.66082689,46.83051605,233.4148053,242.6035918,246.4471338,224.0372112,219.5247223,216.4051631,215.2942485,223.6245817,288.9578605,349.4832077,401.5278074,411.005218,421.5533677,,,198.3467376,136.010571,152.4158867,141.3227028,148.8405743,173.0823549,203.1981915,239.2422021,249.8835852,213.1317932,262.6694558,251.7022043,295.9634764,289.088409,206.936408,280.9695313,443.6325956,812.1715228,654.1473102,1052.852818,1702.684901,2283.879039,2711.170114,3577.176197,6085.348907,10850.63334,12732.02759,15761.83913,22742.38159,16530.20937,17136.44568,21451.88617,21557.6528,20246.99308,19002.59733,10347.31257,8333.238263,
Greece,GRC,533.6863812,597.287321,630.6139413,701.6204178,784.9543484,888.9219979,981.6523945,1052.120993,1134.356151,1284.212316,1494.387855,1652.326599,1899.675273,2502.814358,2828.748432,3153.235306,3390.545484,3886.374253,4694.633683,5705.949274,5893.66181,5380.267683,5579.234772,5019.878653,4852.565728,4813.71118,5656.505356,6564.884503,7598.028053,7846.678164,9600.18513,10188.36978,11176.45844,10401.98299,11091.28386,12959.32432,13749.11515,13427.83249,13472.13764,13245.18946,12042.95373,12538.17883,14110.31339,18477.57841,21955.10409,22551.73574,24801.15781,28827.32636,31997.28201,29710.9703,26917.75898,25916.29353,22242.68193,21874.8195,21673.78107,18007.78991,18103.96932,
Grenada,GRD,,,,,,,,,,,,,,,,,,792.7625209,991.5730502,1154.416519,1246.002551,1276.905875,1347.451311,1373.168227,1478.411105,1678.862683,1873.216526,2163.509455,2410.286591,2759.682068,2888.347506,3118.148547,3191.016851,3151.540542,3270.578021,3413.022031,3640.138898,3878.39032,4401.421383,4751.575989,5117.589923,5109.958715,5292.232379,5773.073577,5836.177063,6754.512393,6764.722867,7322.596862,7946.944346,7395.088125,7365.666659,7410.408438,7583.187002,7955.615985,8569.776998,9212.192824,9469.219181,
Greenland,GRL,,,,,,,,,,,1498.276437,1876.503239,2196.711711,2860.280576,3432.706033,4257.949712,4844.676329,5713.954919,7235.549741,8480.694827,9483.173076,8544.058329,7813.690667,7988.170959,7198.702247,7760.828404,11271.32143,14554.38754,16398.01109,16813.68395,18326.80512,18315.1963,18768.93014,16797.45886,18123.96303,21665.7019,21422.35754,19145.49604,20496.66137,20170.43842,19004.10729,19275.47334,20652.87833,24801.65903,28497.52016,29088.82683,32035.08065,36232.68274,41022.99421,41277.46789,40532.5081,44212.44114,42398.63367,43967.15016,45317.11429,39569.10579,,
Guatemala,GTM,247.8419862,248.3082085,256.1685067,274.789958,274.6197897,273.4040137,277.4102446,281.6528049,303.2034513,313.8589578,338.682043,343.3624889,353.6609113,420.8677982,504.3304624,566.6854427,661.4878984,810.0638887,875.495024,971.356509,1081.725043,1152.817804,1138.759741,1153.23768,1177.436451,1179.803556,857.009467,820.0383466,886.8008272,929.3140585,825.8073881,991.8622727,1075.428217,1147.026435,1276.332727,1408.03218,1472.276954,1633.972624,1742.081129,1608.69289,1655.596261,1568.376276,1701.771491,1753.349471,1872.737083,2077.83438,2256.56724,2489.955836,2794.221809,2635.753474,2825.52407,3187.845296,3299.605139,3452.828934,3687.763767,3923.573344,4146.744129,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21536.5039,22572.50466,24396.10624,26495.87758,26555.6452,27540.83913,29056.497,30025.56035,30700.43401,30862.11,32499.23425,33446.60951,34578.51609,35439.47045,,
Guyana,GUY,297.6732991,315.3854595,321.5457671,282.3063385,305.3616112,327.1142227,344.1665235,370.1541723,334.8412728,358.3209366,379.8937205,395.2029189,395.2929468,420.6615817,588.1362199,663.4010019,602.6248473,590.0653705,658.4385652,683.3330327,773.1816708,729.6069588,616.9631589,628.1976888,564.526418,588.6134094,660.1415374,468.104341,551.1960875,509.3163682,533.5362054,452.3893535,492.2665978,586.9712339,713.2335202,816.5429329,925.8985582,985.046889,946.6703474,919.8665766,946.0599372,925.5825046,960.8674827,986.7958173,1045.58861,1098.455216,1945.630905,2327.058324,2576.124957,2716.35256,3026.281212,3439.597513,3785.935665,3944.178173,4030.802321,4136.689919,4456.553697,
High income,HIC,1405.023379,1464.813669,1561.665651,1660.091551,1790.431475,1921.174567,2084.339018,2212.644225,2376.032461,2579.780747,2809.875403,3086.207158,3543.755424,4247.613147,4743.108022,5238.386624,5660.422521,6357.425952,7551.453399,8658.387928,9593.518335,9663.127605,9497.067287,9735.164668,10086.51223,10532.91661,12694.79869,14601.23161,16331.79213,16982.09837,18946.60021,19872.37678,21245.61337,21273.48397,22637.05009,24920.7219,24969.71076,24396.63598,24321.11379,25391.17838,25755.80633,25340.82135,26235.64002,29221.5162,32304.08871,33920.88413,35531.33586,38531.31193,40584.10079,37756.6082,39310.39722,42219.06666,41991.62725,42192.35097,42780.34247,40078.05414,40677.68352,
