loser_age,loser_id,loser_name,loser_rank,winner_age,winner_id,winner_name,winner_rank
20.58863792,201205,Tracy Almeda Singian,176,24.75564682,200106,Angeles Montolio,49
22.11635866,200093,Amelie Cocheteux,79,19.23887748,200766,Jennifer Hopkins,116
28.04380561,200037,Sabine Appelmans,26,25.65366188,200066,Cristina Torrens Valero,88
21.07049966,200046,Meghann Shaughnessy,67,28.54483231,200064,Amanda Coetzer,16
25.17180014,200053,Lubomira Bacheva,81,24.30390144,200076,Laurence Courtois,103
24.75564682,200106,Angeles Montolio,49,18.83915127,200056,Jelena Kostanic Tosic,92
19.23887748,200766,Jennifer Hopkins,116,25.65366188,200066,Cristina Torrens Valero,88
24.30390144,200076,Laurence Courtois,103,28.54483231,200064,Amanda Coetzer,16
18.83915127,200056,Jelena Kostanic Tosic,92,25.65366188,200066,Cristina Torrens Valero,88
25.65366188,200066,Cristina Torrens Valero,88,28.54483231,200064,Amanda Coetzer,16
23.79192334,200040,Anna Smashnova,36,23.8110883,200022,Emmanuelle Gagliardi,70
23.71526352,200063,Tatiana Panova,44,19.37577002,200083,Alexandra Stevenson,40
20.77207392,200070,Anne Gaelle Sidot,32,22.29431896,200007,Silvija Talaja,23
24.46543463,200127,Sarah Pitkowski Malcor,38,27.51813826,200059,Ruxandra Dragomir Ilie,24
21.98220397,200050,Sandra Kleinova,89,21.22655715,200044,Denisa Chladkova,41
23.78918549,200745,Andrea Glass,248,22.26146475,200125,Corina Morariu,43
17.55509925,201310,Martina Muller,377,22.7816564,200054,Sylvia Plischke,30
19.95893224,201291,Nuria Llagostera Vives,139,23.85489391,200107,Paola Suarez,39
25.79876797,200047,Pavlina Nola,106,20.82409309,200065,Amelie Mauresmo,17
27.01711157,200094,Barbara Rittner,99,24.19986311,200039,Chanda Rubin,26
26.74606434,200006,Karina Habsudova,52,22.28610541,200031,Meilen Tu,122
21.31416838,200110,Fabiola Zuluaga,68,26.35455168,200061,Gala Leon Garcia,57
19.50444901,201084,Nadejda Ostrovskaya,119,24.73648186,200106,Angeles Montolio,54
19.137577,200011,Katarina Srebotnik,80,21.16906229,200027,Magui Serna,48
24.82409309,200085,Ai Sugiyama,22,24.91444216,200706,Catalina Cristea,116
21.30869268,201284,Tatiana Poutchek,112,28.52566735,200064,Amanda Coetzer,18
18.14647502,200002,Mirjana Lucic,50,24.53935661,200124,Anne Kremer,34
22.0971937,200093,Amelie Cocheteux,77,20.54483231,200025,Ludmila Cervanova,135
21.2019165,200072,Cara Black,46,18.54346338,200108,Elena Dementieva,31
25.08418891,200086,Magdalena Maleeva,60,24.81314168,200117,Kveta Peschke,45
21.3798768,200067,Patty Schnyder,28,22.21218344,200119,Rita Kuti Kis,74
22.03422313,200769,Giulia Casoni,123,28.02464066,200037,Sabine Appelmans,25
29.04312115,200116,Natalia Zvereva,33,26.65845311,200682,Joannette Kruger,90
23.8110883,200022,Emmanuelle Gagliardi,70,19.58384668,200001,Martina Hingis,2
19.37577002,200083,Alexandra Stevenson,40,22.29431896,200007,Silvija Talaja,23
27.51813826,200059,Ruxandra Dragomir Ilie,24,21.22655715,200044,Denisa Chladkova,41
22.26146475,200125,Corina Morariu,43,28.07665982,200016,Sandrine Testud,10
22.7816564,200054,Sylvia Plischke,30,28.04106776,200049,Conchita Martinez,8
20.82409309,200065,Amelie Mauresmo,17,23.85489391,200107,Paola Suarez,39
22.28610541,200031,Meilen Tu,122,24.19986311,200039,Chanda Rubin,26
18.89938398,200113,Anna Kournikova,13,26.35455168,200061,Gala Leon Garcia,57
24.73648186,200106,Angeles Montolio,54,25.4072553,200081,Anke Huber,14
24.91444216,200706,Catalina Cristea,116,21.16906229,200027,Magui Serna,48
24.53935661,200124,Anne Kremer,34,28.52566735,200064,Amanda Coetzer,18
20.54483231,200025,Ludmila Cervanova,135,29.63997262,200112,Julie Halard Decugis,9
28.36960986,200017,Arantxa Sanchez Vicario,11,18.54346338,200108,Elena Dementieva,31
22.21218344,200119,Rita Kuti Kis,74,24.81314168,200117,Kveta Peschke,45
32.53935661,200097,Nathalie Tauziat,5,26.65845311,200682,Joannette Kruger,90
22.29431896,200007,Silvija Talaja,23,19.58384668,200001,Martina Hingis,2
21.22655715,200044,Denisa Chladkova,41,28.07665982,200016,Sandrine Testud,10
23.85489391,200107,Paola Suarez,39,28.04106776,200049,Conchita Martinez,8
24.19986311,200039,Chanda Rubin,26,26.35455168,200061,Gala Leon Garcia,57
21.16906229,200027,Magui Serna,48,25.4072553,200081,Anke Huber,14
29.63997262,200112,Julie Halard Decugis,9,28.52566735,200064,Amanda Coetzer,18
24.81314168,200117,Kveta Peschke,45,18.54346338,200108,Elena Dementieva,31
28.07665982,200016,Sandrine Testud,10,19.58384668,200001,Martina Hingis,2
26.35455168,200061,Gala Leon Garcia,57,28.04106776,200049,Conchita Martinez,8
25.4072553,200081,Anke Huber,14,28.52566735,200064,Amanda Coetzer,18
18.54346338,200108,Elena Dementieva,31,26.65845311,200682,Joannette Kruger,90
19.58384668,200001,Martina Hingis,2,28.04106776,200049,Conchita Martinez,8
26.65845311,200682,Joannette Kruger,90,28.52566735,200064,Amanda Coetzer,18
28.52566735,200064,Amanda Coetzer,18,28.04106776,200049,Conchita Martinez,8
19.33470226,200766,Jennifer Hopkins,103,27.6605065,200057,Erika De Lone,71
20.31759069,201322,Eva Dyrberg,134,27.1321013,200094,Barbara Rittner,112
22.21218344,200093,Amelie Cocheteux,83,27.27173169,200036,Nicole Pratt,57
18.26146475,200002,Mirjana Lucic,55,22.18206708,200068,Lilia Osterloh,81
23.72347707,200101,Jana Kandarr,109,21.16632444,200046,Meghann Shaughnessy,51
25.9137577,200047,Pavlina Nola,114,24.38329911,200774,Vanessa Webb,111
28.5284052,200105,Rachel Mcquillan,132,23.816564,201082,Lorna Woodroffe,327
21.33607118,200767,Holly Parkinson,90,26.05338809,200024,Maria Vento Kabchi,95
24.60232717,200073,Julie Pullin,141,21.28405202,200027,Magui Serna,46
25.88911704,201089,Lucie Ahl,234,24.65434634,200124,Anne Kremer,36
28.64613279,200660,Kimberly Po Messerli,212,20.03832991,200103,Evie Dominikovic,206
18.93497604,200056,Jelena Kostanic Tosic,80,26.31074606,201088,Karen Cross,237
19.25256674,200011,Katarina Srebotnik,89,19.3100616,200122,Tina Pisnik,68
22.19849418,200030,Miroslava Vavrinec,94,24.3340178,200100,Amanda Hopmans,84
29.81245722,200042,Els Callens,101,18.92950034,200772,Anastasia Myskina,54
23.83025325,200063,Tatiana Panova,40,21.31690623,200072,Cara Black,61
20.58316222,200765,Katalin Marosi,104,19.37303217,200008,Alicia Molik,133
25.62080767,200029,Lisa Mcshea,181,23.92607803,200022,Emmanuelle Gagliardi,70
26.23682409,200695,Tina Krizan,159,16.12046543,200111,Lina Krasnoroutskaya,110
26.05886379,200087,Seda Noorlander,100,22.39561944,201080,Louise Latimer,127
26.48870637,200082,Kristie Boogert,76,23.05270363,200009,Tamarine Tanasugarn,59
19.49075975,200083,Alexandra Stevenson,44,23.95619439,201085,Shinobu Asagoe,117
26.00958248,200012,Jana Nejedly,72,18.01232033,200069,Nadia Petrova,58
24.39972621,200076,Laurence Courtois,107,27.75633128,200089,Miriam Oremans,87
27.6605065,200057,Erika De Lone,71,32.65434634,200097,Nathalie Tauziat,7
27.27173169,200036,Nicole Pratt,57,27.1321013,200094,Barbara Rittner,112
21.16632444,200046,Meghann Shaughnessy,51,22.18206708,200068,Lilia Osterloh,81
24.38329911,200774,Vanessa Webb,111,20.88706366,200070,Anne Gaelle Sidot,27
23.816564,201082,Lorna Woodroffe,327,24.20533881,200077,Jennifer Capriati,19
26.05338809,200024,Maria Vento Kabchi,95,21.28405202,200027,Magui Serna,46
20.03832991,200103,Evie Dominikovic,206,24.65434634,200124,Anne Kremer,36
26.31074606,201088,Karen Cross,237,26.83915127,200020,Lisa Raymond,28
19.3100616,200122,Tina Pisnik,68,23.20602327,200062,Kristina Brandi,35
24.3340178,200100,Amanda Hopmans,84,18.92950034,200772,Anastasia Myskina,54
19.37303217,200008,Alicia Molik,133,21.31690623,200072,Cara Black,61
23.92607803,200022,Emmanuelle Gagliardi,70,22.40930869,200007,Silvija Talaja,21
21.30595483,200109,Nathalie Dechy,22,16.12046543,200111,Lina Krasnoroutskaya,110
22.39561944,201080,Louise Latimer,127,23.05270363,200009,Tamarine Tanasugarn,59
18.01232033,200069,Nadia Petrova,58,23.95619439,201085,Shinobu Asagoe,117
27.75633128,200089,Miriam Oremans,87,29.75496235,200112,Julie Halard Decugis,17
27.1321013,200094,Barbara Rittner,112,32.65434634,200097,Nathalie Tauziat,7
22.18206708,200068,Lilia Osterloh,81,20.88706366,200070,Anne Gaelle Sidot,27
21.28405202,200027,Magui Serna,46,24.20533881,200077,Jennifer Capriati,19
24.65434634,200124,Anne Kremer,36,26.83915127,200020,Lisa Raymond,28
18.92950034,200772,Anastasia Myskina,54,23.20602327,200062,Kristina Brandi,35
22.40930869,200007,Silvija Talaja,21,21.31690623,200072,Cara Black,61
16.12046543,200111,Lina Krasnoroutskaya,110,23.05270363,200009,Tamarine Tanasugarn,59
23.95619439,201085,Shinobu Asagoe,117,29.75496235,200112,Julie Halard Decugis,17
20.88706366,200070,Anne Gaelle Sidot,27,32.65434634,200097,Nathalie Tauziat,7
24.20533881,200077,Jennifer Capriati,19,26.83915127,200020,Lisa Raymond,28
23.20602327,200062,Kristina Brandi,35,21.31690623,200072,Cara Black,61
29.75496235,200112,Julie Halard Decugis,17,23.05270363,200009,Tamarine Tanasugarn,59
32.65434634,200097,Nathalie Tauziat,7,26.83915127,200020,Lisa Raymond,28
21.31690623,200072,Cara Black,61,23.05270363,200009,Tamarine Tanasugarn,59
23.05270363,200009,Tamarine Tanasugarn,59,26.83915127,200020,Lisa Raymond,28
23.80013689,200071,Lenka Nemeckova,117,22.55167693,200054,Sylvia Plischke,37
20.99110198,200767,Holly Parkinson,109,25.71389459,200087,Seda Noorlander,97
22.73511294,200090,Anca Barna,125,21.0568104,200749,Samantha Reeves,153
23.92607803,200727,Adriana Serra Zanetti,140,20.26557153,200052,Olga Barabanschikova,72
28.98836413,200095,Linda Wild,162,24.5065024,200106,Angeles Montolio,60
27.06365503,201072,Eva Bes Ostariz,167,21.50855578,200114,Patricia Wartusch,94
23.05270363,200121,Alina Jidkova,105,22.05612594,200015,Petra Mandula,115
19.85215606,201854,Mariana Mesa,282,23.62491444,200107,Paola Suarez,70
23.58110883,200022,Emmanuelle Gagliardi,66,28.65708419,200026,Florencia Labat,102
20.31485284,200025,Ludmila Cervanova,104,21.98220397,200119,Rita Kuti Kis,83
23.75359343,201824,Gisela Riera Roura,169,19.72895277,201291,Nuria Llagostera Vives,183
25.40451745,200066,Cristina Torrens Valero,51,21.21013005,200732,Magdalena Grzybowska,204
24.8788501,200010,Rita Grande,73,20.82135524,200046,Meghann Shaughnessy,87
25.66461328,200012,Jana Nejedly,96,20.58863792,201293,Catalina Castano,236
25.70841889,200024,Maria Vento Kabchi,93,22.60643395,200060,Tathiana Garbin,101
23.90965092,200055,Mariana Diaz Oliva,106,21.08418891,200110,Fabiola Zuluaga,43
25.71389459,200087,Seda Noorlander,97,22.55167693,200054,Sylvia Plischke,37
21.0568104,200749,Samantha Reeves,153,20.26557153,200052,Olga Barabanschikova,72
24.5065024,200106,Angeles Montolio,60,21.50855578,200114,Patricia Wartusch,94
22.05612594,200015,Petra Mandula,115,23.62491444,200107,Paola Suarez,70
28.65708419,200026,Florencia Labat,102,21.98220397,200119,Rita Kuti Kis,83
21.21013005,200732,Magdalena Grzybowska,204,19.72895277,201291,Nuria Llagostera Vives,183
20.58863792,201293,Catalina Castano,236,20.82135524,200046,Meghann Shaughnessy,87
21.08418891,200110,Fabiola Zuluaga,43,22.60643395,200060,Tathiana Garbin,101
20.26557153,200052,Olga Barabanschikova,72,22.55167693,200054,Sylvia Plischke,37
23.62491444,200107,Paola Suarez,70,21.50855578,200114,Patricia Wartusch,94
19.72895277,201291,Nuria Llagostera Vives,183,21.98220397,200119,Rita Kuti Kis,83
20.82135524,200046,Meghann Shaughnessy,87,22.60643395,200060,Tathiana Garbin,101
22.55167693,200054,Sylvia Plischke,37,21.50855578,200114,Patricia Wartusch,94
21.98220397,200119,Rita Kuti Kis,83,22.60643395,200060,Tathiana Garbin,101
22.60643395,200060,Tathiana Garbin,101,21.50855578,200114,Patricia Wartusch,94
24.29021218,200022,Emmanuelle Gagliardi,93,21.25119781,200070,Anne Gaelle Sidot,30
26.85284052,200082,Kristie Boogert,66,26.11362081,200066,Cristina Torrens Valero,101
25.9192334,200671,Meike Babel,428,28.12046543,200089,Miriam Oremans,73
25.63175907,200053,Lubomira Bacheva,102,24.32580424,200088,Adriana Gersi,67
27.69336071,200657,Radka Bobkova,655,21.70568104,200044,Denisa Chladkova,45
20.33127995,201314,Nina Duebbers,290,19.61670089,200011,Katarina Srebotnik,122
22.7652293,200015,Petra Mandula,141,18.6036961,201353,Stanislava Hrozenska,346
23.19780972,200723,Iva Majoli,125,23.26078029,200054,Sylvia Plischke,53
24.95824778,201203,Alena Nesticka,154,17.62628337,201083,Daja Bedanova,61
18.67761807,201079,Hannah Collin,303,30.17659138,200042,Els Callens,94
22.46132786,200050,Sandra Kleinova,87,19.92334018,201292,Martina Sucha,136
24.04654346,201867,Magdalena Kucerova,251,18.39561944,200003,Justine Henin,42
22.51334702,200769,Giulia Casoni,88,20.97467488,200052,Olga Barabanschikova,69
22.21765914,200114,Patricia Wartusch,83,21.85626283,200098,Henrieta Nagyova,64
21.3744011,200104,Emilie Loit,98,27.22518823,200006,Karina Habsudova,104
17.50308008,201290,Daniela Hantuchova,114,25.01848049,200124,Anne Kremer,37
26.11362081,200066,Cristina Torrens Valero,101,21.25119781,200070,Anne Gaelle Sidot,30
24.32580424,200088,Adriana Gersi,67,28.12046543,200089,Miriam Oremans,73
19.61670089,200011,Katarina Srebotnik,122,21.70568104,200044,Denisa Chladkova,45
18.6036961,201353,Stanislava Hrozenska,346,23.26078029,200054,Sylvia Plischke,53
30.17659138,200042,Els Callens,94,17.62628337,201083,Daja Bedanova,61
19.92334018,201292,Martina Sucha,136,18.39561944,200003,Justine Henin,42
20.97467488,200052,Olga Barabanschikova,69,21.85626283,200098,Henrieta Nagyova,64
25.01848049,200124,Anne Kremer,37,27.22518823,200006,Karina Habsudova,104
21.25119781,200070,Anne Gaelle Sidot,30,28.12046543,200089,Miriam Oremans,73
23.26078029,200054,Sylvia Plischke,53,21.70568104,200044,Denisa Chladkova,45
18.39561944,200003,Justine Henin,42,17.62628337,201083,Daja Bedanova,61
21.85626283,200098,Henrieta Nagyova,64,27.22518823,200006,Karina Habsudova,104
21.70568104,200044,Denisa Chladkova,45,28.12046543,200089,Miriam Oremans,73
27.22518823,200006,Karina Habsudova,104,17.62628337,201083,Daja Bedanova,61
28.12046543,200089,Miriam Oremans,73,17.62628337,201083,Daja Bedanova,61
29.65913758,200042,Els Callens,84,22.74332649,200054,Sylvia Plischke,30
25.11430527,200053,Lubomira Bacheva,89,20.42984257,200765,Katalin Marosi,111
24.10130048,200055,Mariana Diaz Oliva,116,15.96714579,200111,Lina Krasnoroutskaya,122
19.03080082,201298,Zsofia Gubacsi,229,26.33538672,200082,Kristie Boogert,66
19.09924709,200011,Katarina Srebotnik,77,24.69815195,200106,Angeles Montolio,54
22.17385353,200119,Rita Kuti Kis,65,23.80835044,200088,Adriana Gersi,62
25.59616701,200066,Cristina Torrens Valero,55,22.7980835,200060,Tathiana Garbin,71
23.57015743,200101,Jana Kandarr,104,19.21971253,200008,Alicia Molik,109
21.94387406,200050,Sandra Kleinova,82,20.45722108,200052,Olga Barabanschikova,76
22.05886379,200093,Amelie Cocheteux,75,26.70773443,200006,Karina Habsudova,52
21.70020534,200114,Patricia Wartusch,67,19.6659822,200092,Sandra Nacuk,92
25.90006845,200024,Maria Vento Kabchi,94,22.4421629,200035,Maria Sanchez Lorenzo,73
18.7816564,200056,Jelena Kostanic Tosic,88,24.18069815,200100,Amanda Hopmans,97
21.01300479,201086,Greta Arn,211,24.42710472,200127,Sarah Pitkowski Malcor,32
22.74332649,200054,Sylvia Plischke,30,20.42984257,200765,Katalin Marosi,111
15.96714579,200111,Lina Krasnoroutskaya,122,26.33538672,200082,Kristie Boogert,66
23.80835044,200088,Adriana Gersi,62,22.04517454,200030,Miroslava Vavrinec,95
19.21971253,200008,Alicia Molik,109,22.7980835,200060,Tathiana Garbin,71
26.70773443,200006,Karina Habsudova,52,20.45722108,200052,Olga Barabanschikova,76
19.6659822,200092,Sandra Nacuk,92,22.4421629,200035,Maria Sanchez Lorenzo,73
24.18069815,200100,Amanda Hopmans,97,24.42710472,200127,Sarah Pitkowski Malcor,32
20.42984257,200765,Katalin Marosi,111,26.33538672,200082,Kristie Boogert,66
22.04517454,200030,Miroslava Vavrinec,95,24.69815195,200106,Angeles Montolio,54
20.45722108,200052,Olga Barabanschikova,76,22.7980835,200060,Tathiana Garbin,71
22.4421629,200035,Maria Sanchez Lorenzo,73,24.42710472,200127,Sarah Pitkowski Malcor,32
24.69815195,200106,Angeles Montolio,54,26.33538672,200082,Kristie Boogert,66
24.42710472,200127,Sarah Pitkowski Malcor,32,22.7980835,200060,Tathiana Garbin,71
26.33538672,200082,Kristie Boogert,66,22.7980835,200060,Tathiana Garbin,71
23.37850787,200062,Kristina Brandi,34,18.18480493,200069,Nadia Petrova,55
21.5742642,200749,Samantha Reeves,163,26.18206708,200012,Jana Nejedly,69
27.20602327,200080,Dominique Monami,15,25.10061602,200117,Kveta Peschke,41
24.14236824,200107,Paola Suarez,37,24.48733744,200039,Chanda Rubin,17
21.60164271,200110,Fabiola Zuluaga,35,24.00273785,200063,Tatiana Panova,40
25.02395619,200106,Angeles Montolio,52,27.80561259,200059,Ruxandra Dragomir Ilie,30
27.8329911,200057,Erika De Lone,81,23.56741958,200717,Anne Miller,866
27.44421629,200036,Nicole Pratt,45,19.99178645,200092,Sandra Nacuk,111
21.05954825,200070,Anne Gaelle Sidot,24,29.92744695,200112,Julie Halard Decugis,19
24.42984257,200032,Barbara Schett,18,22.58179329,200007,Silvija Talaja,28
19.66324435,200083,Alexandra Stevenson,76,21.47843943,200109,Nathalie Dechy,21
19.10198494,200772,Anastasia Myskina,49,24.82683094,200124,Anne Kremer,50
21.45653662,200027,Magui Serna,29,24.75290897,200127,Sarah Pitkowski Malcor,47
25.11156742,200085,Ai Sugiyama,23,26.64202601,200061,Gala Leon Garcia,32
18.83093771,200108,Elena Dementieva,27,27.90143737,200041,Amy Frazier,20
21.48939083,200072,Cara Black,36,19.18685832,200113,Anna Kournikova,14
17.34154689,200120,Jelena Dokic,39,28.31211499,200037,Sabine Appelmans,26
24.93360712,200048,Elena Likhovtseva,22,21.66735113,200067,Patty Schnyder,31
21.51403149,200044,Denisa Chladkova,48,21.66461328,200098,Henrieta Nagyova,64
24.55578371,200774,Vanessa Webb,109,26.89664613,200118,Virginia Ruano Pascual,102
23.12388775,200060,Tathiana Garbin,44,24.37782341,200077,Jennifer Capriati,16
23.22518823,200009,Tamarine Tanasugarn,43,28.81314168,200064,Amanda Coetzer,13
24.30663929,200099,Sonya Jeyaseelan,60,25.37166324,200086,Magdalena Maleeva,53
25.16358658,200084,Asa Svensson,42,18.20396988,200003,Justine Henin,72
18.18480493,200069,Nadia Petrova,55,19.87132101,200001,Martina Hingis,1
26.18206708,200012,Jana Nejedly,69,25.10061602,200117,Kveta Peschke,41
24.00273785,200063,Tatiana Panova,40,24.48733744,200039,Chanda Rubin,17
27.80561259,200059,Ruxandra Dragomir Ilie,30,28.36413415,200016,Sandrine Testud,11
23.56741958,200717,Anne Miller,866,28.32854209,200049,Conchita Martinez,6
19.99178645,200092,Sandra Nacuk,111,29.92744695,200112,Julie Halard Decugis,19
21.47843943,200109,Nathalie Dechy,21,22.58179329,200007,Silvija Talaja,28
32.82683094,200097,Nathalie Tauziat,8,24.82683094,200124,Anne Kremer,50
24.75290897,200127,Sarah Pitkowski Malcor,47,25.69472964,200081,Anke Huber,10
26.64202601,200061,Gala Leon Garcia,32,27.90143737,200041,Amy Frazier,20
28.31211499,200037,Sabine Appelmans,26,19.18685832,200113,Anna Kournikova,14
21.66735113,200067,Patty Schnyder,31,18.88295688,200033,Serena Williams,7
21.66461328,200098,Henrieta Nagyova,64,28.65708419,200017,Arantxa Sanchez Vicario,9
26.89664613,200118,Virginia Ruano Pascual,102,24.37782341,200077,Jennifer Capriati,16
28.81314168,200064,Amanda Coetzer,13,25.37166324,200086,Magdalena Maleeva,53
18.20396988,200003,Justine Henin,72,24.183436,200128,Lindsay Davenport,2
25.10061602,200117,Kveta Peschke,41,19.87132101,200001,Martina Hingis,1
24.48733744,200039,Chanda Rubin,17,28.36413415,200016,Sandrine Testud,11
29.92744695,200112,Julie Halard Decugis,19,28.32854209,200049,Conchita Martinez,6
22.58179329,200007,Silvija Talaja,28,24.82683094,200124,Anne Kremer,50
25.69472964,200081,Anke Huber,10,27.90143737,200041,Amy Frazier,20
19.18685832,200113,Anna Kournikova,14,18.88295688,200033,Serena Williams,7
24.37782341,200077,Jennifer Capriati,16,28.65708419,200017,Arantxa Sanchez Vicario,9
24.183436,200128,Lindsay Davenport,2,25.37166324,200086,Magdalena Maleeva,53
28.36413415,200016,Sandrine Testud,11,19.87132101,200001,Martina Hingis,1
24.82683094,200124,Anne Kremer,50,28.32854209,200049,Conchita Martinez,6
27.90143737,200041,Amy Frazier,20,18.88295688,200033,Serena Williams,7
25.37166324,200086,Magdalena Maleeva,53,28.65708419,200017,Arantxa Sanchez Vicario,9
28.32854209,200049,Conchita Martinez,6,19.87132101,200001,Martina Hingis,1
28.65708419,200017,Arantxa Sanchez Vicario,9,18.88295688,200033,Serena Williams,7
18.88295688,200033,Serena Williams,7,19.87132101,200001,Martina Hingis,1
20.73374401,201938,Ainhoa Goni Blanco,186,26.35455168,200061,Gala Leon Garcia,57
26.37371663,200082,Kristie Boogert,59,19.50444901,201084,Nadejda Ostrovskaya,119
19.95893224,201291,Nuria Llagostera Vives,139,23.85489391,200107,Paola Suarez,39
22.21218344,200119,Rita Kuti Kis,74,20.82409309,200065,Amelie Mauresmo,17
23.84668036,200088,Adriana Gersi,64,19.137577,200011,Katarina Srebotnik,80
26.12183436,200695,Tina Krizan,144,23.8110883,200022,Emmanuelle Gagliardi,70
22.28610541,200015,Petra Mandula,108,22.26146475,200125,Corina Morariu,43
27.64134155,200089,Miriam Oremans,100,21.2019165,200072,Cara Black,46
21.98220397,200050,Sandra Kleinova,89,24.73648186,200106,Angeles Montolio,54
21.73853525,200114,Patricia Wartusch,66,19.19507187,200122,Tina Pisnik,81
25.63449692,200066,Cristina Torrens Valero,73,22.29431896,200007,Silvija Talaja,23
28.0109514,200700,Silvia Farina Elia,42,22.48049281,200035,Maria Sanchez Lorenzo,76
16.65982204,201467,Ivana Abramovic,513,16.97193703,200043,Virginie Razzano,530
25.08418891,200086,Magdalena Maleeva,60,18.81998631,200056,Jelena Kostanic Tosic,98
29.63997262,200112,Julie Halard Decugis,9,26.35455168,200061,Gala Leon Garcia,57
19.50444901,201084,Nadejda Ostrovskaya,119,23.85489391,200107,Paola Suarez,39
19.137577,200011,Katarina Srebotnik,80,20.82409309,200065,Amelie Mauresmo,17
23.8110883,200022,Emmanuelle Gagliardi,70,22.26146475,200125,Corina Morariu,43
21.2019165,200072,Cara Black,46,24.73648186,200106,Angeles Montolio,54
22.29431896,200007,Silvija Talaja,23,19.19507187,200122,Tina Pisnik,81
16.97193703,200043,Virginie Razzano,530,22.48049281,200035,Maria Sanchez Lorenzo,76
18.81998631,200056,Jelena Kostanic Tosic,98,28.07665982,200016,Sandrine Testud,10
23.85489391,200107,Paola Suarez,39,26.35455168,200061,Gala Leon Garcia,57
22.26146475,200125,Corina Morariu,43,20.82409309,200065,Amelie Mauresmo,17
24.73648186,200106,Angeles Montolio,54,19.19507187,200122,Tina Pisnik,81
28.07665982,200016,Sandrine Testud,10,22.48049281,200035,Maria Sanchez Lorenzo,76
26.35455168,200061,Gala Leon Garcia,57,20.82409309,200065,Amelie Mauresmo,17
22.48049281,200035,Maria Sanchez Lorenzo,76,19.19507187,200122,Tina Pisnik,81
20.82409309,200065,Amelie Mauresmo,17,19.19507187,200122,Tina Pisnik,81
20.90622861,200070,Anne Gaelle Sidot,27,23.74264203,200101,Jana Kandarr,112
24.62149213,200073,Julie Pullin,140,24.78028747,200048,Elena Likhovtseva,23
19.32922656,200122,Tina Pisnik,68,27.05270363,200080,Dominique Monami,16
22.41478439,201080,Louise Latimer,119,23.92607803,200040,Anna Smashnova,62
19.50992471,200083,Alexandra Stevenson,42,24.67351129,200124,Anne Kremer,41
24.95824778,200085,Ai Sugiyama,19,22.42847365,200007,Silvija Talaja,22
24.59958932,200127,Sarah Pitkowski Malcor,40,24.3340178,200039,Chanda Rubin,20
22.91581109,200054,Sylvia Plischke,53,23.84941821,200063,Tatiana Panova,37
26.85831622,200020,Lisa Raymond,21,29.17727584,200116,Natalia Zvereva,65
26.07255305,200024,Maria Vento Kabchi,92,29.77412731,200112,Julie Halard Decugis,14
22.39561944,200125,Corina Morariu,31,21.32511978,200109,Nathalie Dechy,25
27.74811773,200041,Amy Frazier,24,18.9486653,200772,Anastasia Myskina,50
23.74264203,200101,Jana Kandarr,112,24.03011636,200128,Lindsay Davenport,2
24.78028747,200048,Elena Likhovtseva,23,27.05270363,200080,Dominique Monami,16
23.92607803,200040,Anna Smashnova,62,28.65982204,200064,Amanda Coetzer,12
22.42847365,200007,Silvija Talaja,22,24.67351129,200124,Anne Kremer,41
23.84941821,200063,Tatiana Panova,37,24.3340178,200039,Chanda Rubin,20
29.17727584,200116,Natalia Zvereva,65,19.03353867,200113,Anna Kournikova,17
21.32511978,200109,Nathalie Dechy,25,29.77412731,200112,Julie Halard Decugis,14
18.9486653,200772,Anastasia Myskina,50,32.67351129,200097,Nathalie Tauziat,7
24.03011636,200128,Lindsay Davenport,2,27.05270363,200080,Dominique Monami,16
28.65982204,200064,Amanda Coetzer,12,24.67351129,200124,Anne Kremer,41
19.03353867,200113,Anna Kournikova,17,24.3340178,200039,Chanda Rubin,20
32.67351129,200097,Nathalie Tauziat,7,29.77412731,200112,Julie Halard Decugis,14
24.67351129,200124,Anne Kremer,41,27.05270363,200080,Dominique Monami,16
24.3340178,200039,Chanda Rubin,20,29.77412731,200112,Julie Halard Decugis,14
27.05270363,200080,Dominique Monami,16,29.77412731,200112,Julie Halard Decugis,14
15.94798084,200111,Lina Krasnoroutskaya,127,25.34976044,200081,Anke Huber,16
20.41067762,200765,Katalin Marosi,115,22.42299795,200035,Maria Sanchez Lorenzo,74
20.43805613,200052,Olga Barabanschikova,73,21.9247091,200050,Sandra Kleinova,79
24.8569473,200706,Catalina Cristea,123,25.57700205,200066,Cristina Torrens Valero,56
25.63449692,200058,Anna Foldenyi Dicker,128,20.71457906,200070,Anne Gaelle Sidot,31
24.1615332,200100,Amanda Hopmans,94,22.77891855,200060,Tathiana Garbin,77
19.90965092,201958,Angela Cardoso,872,18.76249144,200056,Jelena Kostanic Tosic,86
22.03969884,200093,Amelie Cocheteux,72,22.15468857,200119,Rita Kuti Kis,69
25.88090349,200024,Maria Vento Kabchi,91,27.95345654,200700,Silvia Farina Elia,39
21.55509925,201959,Ana Catarina Nogueira,539,19.79739904,201212,Francesca Schiavone,140
21.68104038,200114,Patricia Wartusch,67,25.09514031,200053,Lubomira Bacheva,95
24.40793977,200127,Sarah Pitkowski Malcor,32,22.02600958,200030,Miroslava Vavrinec,104
19.20054757,200008,Alicia Molik,107,24.678987,200106,Angeles Montolio,54
19.08008214,200011,Katarina Srebotnik,76,25.88637919,200087,Seda Noorlander,92
