Zipcode,Address,Population_x,Median Age,Household Income,Per Capita Income,Poverty Rate,Lat,Lng,Bank Count,Population_y,Unemployment Rate
48191,"Willis, MI 48191, USA",3736,41.8,72204,25659,10.59957173,42.1247778,-83.5603112,0,3736.0,6.691648822269808
13402,"Madison, NY 13402, USA",1587,46.4,43387,19660,22.0541903,42.8958176,-75.5160235,4,1587.0,1.0081915563957151
21061,"Glen Burnie, MD 21061, USA",53491,36,60430,29841,10.73077714,39.1511679,-76.6239423,68,53491.0,4.7933297190181525
7724,"Eatontown, NJ 07724, USA",21758,41.7,78064,39958,6.135674235,31.8704128,-85.9890392,3,,
97022,"Eagle Creek, OR 97022, USA",3208,43.9,66927,24343,10.28678304,45.3551259,-122.3293482,8,3208.0,6.920199501246882
38049,"Mason, TN 38049, USA",4572,36.2,32386,24972,20.8223972,35.3676615,-89.5308903,0,4572.0,5.57742782152231
27262,"High Point, NC 27262, USA",24635,38.5,39867,22889,21.29490562,35.9679365,-80.0423151,31,24635.0,5.597726811447128
53588,"Spring Green, WI 53588, USA",3831,44.8,58086,29862,9.814669799,43.2133937,-90.1120696,6,3831.0,1.6966849386583138
79021,"Cotton Center, TX 79021, USA",104,26.5,56250,17961,25.96153846,33.9500835,-102.0004411,0,104.0,0.0
68930,"Blue Hill, NE 68930, USA",1430,44.7,44643,22939,11.11888112,40.2860295,-98.4403573,1,1430.0,1.3986013986013985
17774,"Unityville, PA 17774, USA",1261,35.7,45795,20033,13.79857256,41.2642364,-76.5257007,0,1261.0,2.379064234734338
92543,"Hemet, CA 92543, USA",34406,36.5,26909,14425,30.7795152,33.6991526,-116.9793554,26,34406.0,8.7165029355345
12804,"Queensbury, NY 12804, USA",26308,44.6,60152,32970,9.14550707,43.3228611,-73.7242486,31,26308.0,3.1055192336931734
69334,"Bayard, NE 69334, USA",2305,46.5,43575,21241,12.10412148,41.813568,-103.3125299,1,2305.0,2.9067245119305856
55063,"Pine City, MN 55063, USA",9171,43.2,47556,22709,13.60811253,45.8232502,-92.9703854,6,9171.0,4.74321229964017
56529,"Dilworth, MN 56529, USA",4047,32.2,46116,21554,16.48134421,46.8772685,-96.6962754,31,4047.0,1.7543859649122806
36370,"Pansey, AL 36370, USA",929,43.9,44018,21152,10.33369214,31.1375707,-85.1583064,0,929.0,3.6598493003229278
39180,"Vicksburg, MS 39180, USA",33827,37.1,40661,21209,24.25577202,32.2170441,-90.8675134,1,33827.0,3.6243237650397613
78611,"Burnet, TX 78611, USA",13226,44.6,48409,23381,15.18977771,30.7699023,-98.265058,7,13226.0,2.2304551640707695
49112,"Edwardsburg, MI 49112, USA",10253,39.5,49712,21768,12.05500829,41.7917622,-86.0325629,7,10253.0,4.008582853798888
57785,"Sturgis, SD 57785, USA",9276,45.9,38638,24036,14.80163864,44.4154703,-103.5090025,5,9276.0,1.3906856403622252
10984,"Thiells, NY 10984, USA",3317,42.5,112016,39093,0.452215858,41.2099325,-74.0153231,36,3317.0,2.954476936991257
44708,"Canton, OH 44708, USA",25341,42.8,44731,26042,14.60873683,40.8122437,-81.4388858,104,25341.0,5.011641213843179
35951,"Albertville, AL 35951, USA",12839,35.7,37210,19602,20.91284368,34.3387367,-86.1955169,12,12839.0,6.534776851779734
57075,"Wentworth, SD 57075, USA",791,52.9,49375,39309,14.41213654,43.9776779,-96.9853474,0,791.0,1.6434892541087232
79416,"Lubbock, TX 79416, USA",32772,26.2,45937,23645,19.80349078,33.6036178,-101.9690458,44,32772.0,3.893567679726596
16153,"Stoneboro, PA 16153, USA",2686,44.6,50714,22506,15.93447506,41.3229151,-80.0870155,2,2686.0,2.8667163067758747
37923,"Knoxville, TN 37923, USA",27624,37,53893,30167,11.23298581,35.9276062,-84.0854432,95,27624.0,5.216478424558355
12010,"Amsterdam, NY 12010, USA",28802,41.7,44256,25059,17.6098882,42.9297842,-74.1474846,12,28802.0,5.593361572113047
42717,"Burkesville, KY 42717, USA",6711,43.4,30985,16875,23.31992252,36.7776446,-85.354965,3,6711.0,6.154075398599314
26202,"Fenwick, WV 26202, USA",762,42.1,49205,17950,3.543307087,38.2251814,-80.621591,1,762.0,0.0
33542,"Zephyrhills, FL 33542, USA",21178,54.2,32174,20291,19.20861271,28.2333268,-82.1768018,15,21178.0,6.242326943054112
63038,"Glencoe, MO 63038, USA",6631,45.5,106513,54149,2.684361333,38.5775338,-90.6867939,14,6631.0,2.865329512893983
6062,"Plainville, CT 06062, USA",17767,42.4,60630,32531,6.613384364,-31.8872484,115.9054062,110,,
77520,"Baytown, TX 77520, USA",37735,32.1,43409,18650,21.62978667,29.7299827,-94.9870491,21,37735.0,5.559825096064661
76373,"Oklaunion, TX 76373, USA",281,36.4,45948,15359,0,34.1466902,-99.1234795,0,281.0,0.0
12429,"Esopus, NY 12429, USA",273,38.7,114129,43122,0,41.8214302,-73.9624327,9,273.0,16.84981684981685
61606,"Peoria, IL 61606, USA",7989,21.9,35904,17917,30.27913381,40.6974655,-89.6133926,57,7989.0,4.794091876329953
26807,"Franklin, WV 26807, USA",2886,45.6,36550,20860,18.19126819,38.6518998,-79.4028639,3,2886.0,1.8711018711018712
60018,"Des Plaines, IL 60018, USA",28749,39.9,54688,25289,11.30821942,42.0144814,-87.8991514,148,28749.0,4.459285540366621
38844,"Gattman, MS 38844, USA",153,58.9,36071,20537,16.99346405,33.8176859,-88.2558525,0,153.0,0.0
23146,"Rockville, VA 23146, USA",3107,47,77207,37414,5.857740586,37.7363302,-77.7223162,2,3107.0,2.0598648213710975
65017,"Brumley, MO 65017, USA",1580,44.2,42083,19123,20.56962025,38.0582333,-92.4801989,1,1580.0,5.569620253164557
30120,"Cartersville, GA 30120, USA",37250,35.9,44141,20678,19.53288591,34.1577811,-84.8776392,12,37250.0,5.731543624161074
49048,"Kalamazoo, MI 49048, USA",25434,34.9,41443,20479,24.02296139,42.2766433,-85.5097226,37,25434.0,7.19902492726272
6019,"Canton, CT 06019, USA",10249,45.1,88281,44781,3.766221095,-31.896864,115.7634366,92,,
73743,"Hillsdale, OK 73743, USA",132,42.5,50000,24770,7.575757576,36.5664065,-97.9933488,0,132.0,0.0
92252,"Joshua Tree, CA 92252, USA",10047,45,42338,22951,18.77177267,34.193766,-116.2540856,1,10047.0,8.858365681297899
17214,"Blue Ridge Summit, PA 17214, USA",1158,44.7,52112,29722,8.635578584,39.753684,-77.4730653,5,1158.0,1.9861830742659758
58647,"New England, ND 58647, USA",1156,47,49375,26557,5.882352941,46.4819779,-102.913013,1,1156.0,0.25951557093425603
98051,"Ravensdale, WA 98051, USA",3852,42.3,77623,32555,6.464174455,47.3298582,-121.8794853,0,3852.0,6.308411214953271
23665,"Hampton, VA 23665, USA",5593,22.2,52313,18789,3.969247273,37.0860239,-76.3579401,32,5593.0,0.7509386733416771
59743,"Melrose, MT 59743, USA",159,57.4,39293,27250,20.12578616,45.6898627,-112.6372651,0,159.0,2.5157232704402515
49036,"Coldwater, MI 49036, USA",23706,41.6,42635,21336,14.79794145,41.9327779,-85.0649071,17,23706.0,4.716105627267359
12759,"Loch Sheldrake, NY 12759, USA",2033,30.1,37902,13996,25.62715199,41.775259,-74.6576091,10,2033.0,10.477127397934087
79705,"Midland, TX 79705, USA",32784,36.8,68649,38947,8.906783797,32.0688848,-102.0946818,49,32784.0,2.321254270375793
4637,"Grand Lake Stream, ME 04637, USA",123,65.4,31125,33564,2.43902439,29.3442557,-98.980857,0,,
6883,"Weston, CT 06883, USA",10261,42.5,207262,90552,1.773706266,47.3007799,9.9603249,6,,
35801,"Huntsville, AL 35801, USA",22253,44,59352,41807,8.668494136,34.7364493,-86.5501654,68,22253.0,3.586033343818811
77378,"Willis, TX 77378, USA",14151,34.7,48136,24117,19.37672249,30.4882668,-95.3311652,0,14151.0,3.0315878736485056
63951,"Lowndes, MO 63951, USA",219,48.8,47768,20417,25.11415525,37.0826711,-90.2620042,0,219.0,0.0
47932,"Covington, IN 47932, USA",5381,42.5,53462,26981,8.028247538,40.1366826,-87.4009165,4,5381.0,4.999070804683145
75942,"Doucette, TX 75942, USA",289,38.1,43512,15008,26.29757785,30.8182143,-94.4288102,4,289.0,6.228373702422146
2543,"Woods Hole, MA 02543, USA",736,49.7,66250,50348,8.559782609,38.5324071,-82.6953898,38,,
51049,"Quimby, IA 51049, USA",476,47.9,47847,22334,12.39495798,42.6366175,-95.6563119,0,476.0,2.9411764705882355
92115,"San Diego, CA 92115, USA",61084,27.5,41866,21011,25.69576321,32.7612759,-117.0735241,111,61084.0,6.437037522100714
16699,"Cresson, PA 16699, USA",820,34.7,,4506,0,40.46,-78.59,8,820.0,0.0
28529,"Grantsboro, NC 28529, USA",2653,45.1,41858,20985,16.50961176,35.0797761,-76.8836261,0,2653.0,5.390124387485865
25414,"Charles Town, WV 25414, USA",17147,40.1,72833,32308,11.13897475,39.2536087,-77.8710285,15,17147.0,4.630547617659066
27549,"Louisburg, NC 27549, USA",24784,40.3,36969,20001,18.5321175,36.0730279,-78.2476146,7,24784.0,7.847805035506779
14113,"North Java, NY 14113, USA",630,45.6,47500,33149,10.31746032,42.6839855,-78.3273245,0,630.0,3.015873015873016
91405,"Van Nuys, CA 91405, USA",54435,32,38847,17645,26.1100395,34.2037124,-118.4571974,175,54435.0,7.443740240653991
92111,"San Diego, CA 92111, USA",47271,35.9,57350,27391,18.79799454,32.8256427,-117.1558867,139,47271.0,5.584819445325887
69101,"North Platte, NE 69101, USA",29745,38.4,45156,25867,11.58177845,41.2169959,-100.7548851,2,29745.0,3.1501092620608504
97229,"Portland, OR 97229, USA",59983,37.8,100063,44657,4.851374556,45.5593978,-122.807445,59,59983.0,3.4776520014003967
22066,"Great Falls, VA 22066, USA",19475,43.5,214219,89776,1.201540436,39.0188593,-77.3094674,53,19475.0,1.9409499358151476
48084,"Troy, MI 48084, USA",14689,37,84331,44055,5.568792974,42.5586572,-83.1809776,120,14689.0,3.0635169174211994
35907,"Gadsden, AL 35907, USA",8339,40.7,70147,26791,5.144501739,33.8890435,-86.0325629,4,8339.0,4.245113322940401
37743,"Greeneville, TN 37743, USA",26696,44.8,34855,19552,21.76730596,36.0941226,-82.8640623,3,26696.0,4.738537608630507
730,"Ponce, 00730, Puerto Rico",37931,37,16259,9768,50.79486436,45.9145209,-119.279444,5,,
57725,"Caputa, SD 57725, USA",110,66.6,57841,21549,16.36363636,43.9365164,-102.8514837,0,110.0,11.818181818181818
76310,"Wichita Falls, TX 76310, USA",18492,37.2,63646,27924,10.19900498,33.7928627,-98.5062007,7,18492.0,2.8066190785204412
59542,"Turner, MT 59542, USA",262,34,33214,17982,13.74045802,48.8372286,-108.3120579,0,262.0,0.0
76135,"Fort Worth, TX 76135, USA",20550,39.8,52945,27715,13.94160584,32.8447037,-97.4705935,12,20550.0,4.2773722627737225
13637,"Evans Mills, NY 13637, USA",4270,28.4,55104,23870,18.64168618,44.0963283,-75.8301537,3,4270.0,5.784543325526932
37345,"Huntland, TN 37345, USA",2155,46,38688,20549,15.68445476,35.046689,-86.2361744,1,2155.0,5.846867749419953
63030,"Fletcher, MO 63030, USA",315,41,49441,22871,7.936507937,38.1348152,-90.7437761,0,315.0,5.079365079365079
26574,"Grant Town, WV 26574, USA",553,40.9,44038,21078,21.15732369,39.5562628,-80.1777417,3,553.0,1.9891500904159132
33559,"Lutz, FL 33559, USA",16952,34.4,55643,27345,11.43817839,28.1537767,-82.4156829,53,16952.0,5.067248702218027
27822,"Elm City, NC 27822, USA",8082,43.6,46250,21943,18.70824053,35.7978006,-77.8595963,7,8082.0,6.916604800791883
69130,"Cozad, NE 69130, USA",5411,41.6,46899,21825,12.84420625,40.8911427,-99.9465077,4,5411.0,1.515431528368139
46996,"Winamac, IN 46996, USA",7358,40.1,45412,20784,16.5941832,41.0326638,-86.7013894,1,7358.0,4.145148138081001
12464,"Phoenicia, NY 12464, USA",935,58.1,49911,37118,3.636363636,42.0748618,-74.3352858,2,935.0,4.598930481283422
59453,"Judith Gap, MT 59453, USA",337,42.4,38750,20918,10.08902077,46.6266707,-109.7628306,0,337.0,1.1869436201780414
72347,"Hickory Ridge, AR 72347, USA",689,45.3,31471,19479,15.38461538,35.364439,-91.0011902,1,689.0,1.4513788098693758
13312,"Brantingham, NY 13312, USA",320,56.1,41250,30699,14.6875,43.7127771,-75.1778853,0,320.0,5.625
41046,"Glencoe, KY 41046, USA",1991,24,37585,13209,27.22250126,38.7099232,-84.7889907,0,1991.0,6.981416373681567
29834,"Langley, SC 29834, USA",1344,38.9,32375,16178,20.83333333,33.5199743,-81.8422446,9,1344.0,10.267857142857142
83634,"Kuna, ID 83634, USA",25875,31,59221,16711,16.45217391,43.4356614,-116.2605101,0,25875.0,3.3545893719806763
68005,"Bellevue, NE 68005, USA",24163,34.2,53794,25101,13.99246782,41.1596468,-95.9092754,32,24163.0,5.078011836278608
11722,"Central Islip, NY 11722, USA",38241,33.1,67023,21935,10.82869172,40.7881249,-73.1939612,114,38241.0,5.912502288120081
48659,"Sterling, MI 48659, USA",2781,43.1,44315,19879,12.54944265,44.1093153,-83.9955879,0,2781.0,3.9554117224020136
55342,"Hector, MN 55342, USA",2065,42.2,55982,26832,7.89346247,44.7137564,-94.7691586,1,2065.0,3.9225181598062955
28395,"Wade, NC 28395, USA",1953,39.5,39813,23319,18.02355351,35.1401497,-78.7589558,1,1953.0,6.298003072196621
79703,"Midland, TX 79703, USA",21214,30.5,57842,23946,8.80079193,31.9810423,-102.1346874,79,21214.0,2.257942867917413
58075,"Wahpeton, ND 58075, USA",9028,35.9,51179,27588,12.72707133,46.2817215,-96.6992778,11,9028.0,2.071333628710678
33025,"Hollywood, FL 33025, USA",57766,32.9,51822,23660,12.01398747,25.9906428,-80.2793593,112,57766.0,6.3480247896686635
47367,"Oakville, IN 47367, USA",123,39.8,41250,16255,0,40.0775267,-85.3917599,0,123.0,0.0
13335,"Edmeston, NY 13335, USA",1721,41.4,52083,22636,12.66705404,42.7015231,-75.2712393,1,1721.0,5.57815223707147
19076,"Prospect Park, PA 19076, USA",6606,36.2,67727,26908,10.44504995,39.885086,-75.3091483,144,6606.0,3.9509536784741144
68147,"Bellevue, NE 68147, USA",10339,33,53997,22024,17.55488925,41.1775208,-95.9515399,61,10339.0,3.0273720862752684
84764,"Bryce, UT 84764, USA",163,27,38750,19698,24.5398773,37.6215335,-112.1549442,1,163.0,0.0
38229,"Gleason, TN 38229, USA",2948,43.5,36800,19886,17.33378562,36.2334,-88.6144839,2,2948.0,4.274084124830393
70748,"Jackson, LA 70748, USA",6440,43,41489,17350,17.14285714,30.8328549,-91.2025207,2,6440.0,1.7080745341614907
97711,"Ashwood, OR 97711, USA",123,34.5,27188,12480,41.46341463,44.7135374,-120.6149684,0,123.0,7.317073170731708
50315,"Des Moines, IA 50315, USA",35873,34.4,41793,20989,16.15421069,41.5346558,-93.6116494,55,35873.0,5.223984612382572
23228,"Henrico, VA 23228, USA",33844,35.1,44224,23998,15.56258126,37.6164453,-77.4816693,115,33844.0,5.939014300910058
32535,"Century, FL 32535, USA",6015,37.8,34107,13066,14.28096426,30.9724762,-87.3711477,0,6015.0,4.538653366583541
49893,"Wallace, MI 49893, USA",2008,47.9,59696,27882,8.964143426,45.2932752,-87.6120353,0,2008.0,3.8844621513944224
38504,"Allardt, TN 38504, USA",1167,38.6,46786,19634,9.340188518,36.3966879,-84.7420032,0,1167.0,3.770351328191945
5483,"Sheldon, VT 05483, USA",1481,35.9,65039,24743,7.494935854,46.7387124,-92.2849525,2,,
93954,"San Lucas, CA 93954, USA",222,31.8,39167,12520,40.54054054,36.1184726,-120.9589496,0,222.0,13.513513513513514
13635,"Edwards, NY 13635, USA",837,46,33194,21320,17.68219833,44.2825835,-75.2452318,0,837.0,5.615292712066906
3048,"Greenville, NH 03048, USA",3513,43.6,62321,28864,11.07315685,32.4402155,-91.7290464,5,,
17097,"Wiconisco, PA 17097, USA",746,44.6,49904,25655,6.702412869,40.572085,-76.6860267,3,746.0,4.825737265415549
22027,"Dunn Loring, VA 22027, USA",2567,44.9,187768,61580,4.830541488,38.8934705,-77.2203966,196,2567.0,4.830541488118426
97146,"Warrenton, OR 97146, USA",5795,40.1,41192,23133,17.01466782,46.1278512,-123.927441,3,5795.0,4.728213977566868
47670,"Princeton, IN 47670, USA",12140,39.5,45915,23971,12.42174629,38.3544747,-87.5593613,10,12140.0,3.896210873146623
43050,"Mt Vernon, OH 43050, USA",28612,41.9,42576,23495,16.33230812,40.3521894,-82.5185837,11,28612.0,4.526072976373549
39097,"Louise, MS 39097, USA",495,58,26838,17399,34.94949495,33.0100039,-90.5825359,0,495.0,5.252525252525253
93925,"Chualar, CA 93925, USA",1708,32.5,70909,23642,7.142857143,36.5999881,-121.3770336,0,1708.0,4.508196721311475
33029,"Hollywood, FL 33029, USA",47086,36.6,88264,30976,3.32370556,25.9839048,-80.4326521,14,47086.0,5.7639213354287895
74066,"Sapulpa, OK 74066, USA",31116,38.9,44675,22844,13.51716159,35.9980959,-96.1314928,13,31116.0,3.911171101684021
85553,"Tonto Basin, AZ 85553, USA",1441,64.6,36442,28245,16.93268563,33.8102795,-111.2368084,0,1441.0,0.0
7718,"Belford, NJ 07718, USA",6143,40.5,87398,36267,6.82077161,29.091596,-98.8632494,6,,
74456,"Preston, OK 74456, USA",231,30.6,27750,16345,23.37662338,35.7124995,-95.9918507,2,231.0,1.7316017316017316
32187,"San Mateo, FL 32187, USA",1996,46.5,30300,18933,15.88176353,29.5775097,-81.5486728,0,1996.0,4.809619238476954
59529,"Hogeland, MT 59529, USA",143,57.2,115938,70966,1.398601399,48.7645002,-108.7498486,0,143.0,0.0
45646,"Latham, OH 45646, USA",361,41.3,82604,28220,7.202216066,39.0791318,-83.3468784,0,361.0,4.43213296398892
6801,"Bethel, CT 06801, USA",18911,40.9,85884,38941,3.870763048,47.3810193,-92.6428514,0,,
1585,"West Brookfield, MA 01585, USA",4646,45.7,62667,31262,10.03013345,36.8349426,-87.7038181,0,,
72036,"Cotton Plant, AR 72036, USA",757,47,22361,13850,26.68428005,35.0101733,-91.2698475,0,757.0,5.1519154557463676
8540,"Princeton, NJ 08540, USA",47316,37.5,125439,61810,4.161383042,39.8517785,-106.8455943,0,,
25111,"Indore, WV 25111, USA",723,43.4,36417,15064,32.08852006,38.3920732,-81.1526976,0,723.0,0.6915629322268326
65243,"Clark, MO 65243, USA",3176,29.3,55885,16802,25.15743073,39.2809755,-92.3427191,1,3176.0,3.9672544080604535
14411,"Albion, NY 14411, USA",14257,39.9,42967,18461,13.60735078,43.2229834,-78.2476146,5,14257.0,4.83271375464684
62449,"Oblong, IL 62449, USA",2971,41.5,46765,25332,8.347357792,39.0104562,-87.8942451,3,2971.0,2.4907438572871086
35956,"Boaz, AL 35956, USA",8716,40,46844,19615,12.32216613,34.1586286,-86.1141045,11,8716.0,4.210647085819183
82934,"Granger, WY 82934, USA",239,33.1,32450,13016,7.112970711,41.5937675,-109.9973244,0,239.0,4.602510460251046
12789,"Woodridge, NY 12789, USA",1887,37.5,51827,23318,10.81081081,41.6918858,-74.5814773,4,1887.0,10.651828298887123
59087,"Winnett, MT 59087, USA",506,48.3,41250,22816,10.27667984,47.0113803,-108.2242196,0,506.0,1.1857707509881423
28226,"Charlotte, NC 28226, USA",37412,41.1,68291,48777,6.388324602,35.1173473,-80.7990185,113,37412.0,4.188495669838554
15018,"Buena Vista, PA 15018, USA",668,44.1,50588,20773,13.32335329,40.286781,-79.7876449,15,668.0,6.137724550898204
78351,"Driscoll, TX 78351, USA",564,37,36985,16011,20.74468085,27.6654382,-97.7538935,0,564.0,0.5319148936170213
99506,"Joint Base Elmendorf-Richardson, AK 99506, USA",7499,22,60753,19565,4.867315642,61.2744031,-149.7871533,10,7499.0,2.0002667022269636
28208,"Charlotte, NC 28208, USA",34474,32.9,28435,14056,31.94001276,35.212973,-80.9097127,99,34474.0,11.28676683877705
95246,"Mountain Ranch, CA 95246, USA",1207,52.8,47379,29646,5.21955261,38.2449553,-120.5048792,0,1207.0,6.296603148301574
63014,"Berger, MO 63014, USA",467,48.4,32188,19712,22.48394004,38.6662286,-91.3469247,1,467.0,1.7130620985010707
6422,"Durham, CT 06422, USA",7380,42.5,124179,47679,0.93495935,40.1936997,-105.8514972,1,,
46312,"East Chicago, IN 46312, USA",29584,29.8,27583,13497,35.46849648,41.6428269,-87.4504888,51,29584.0,6.202677122769065
60091,"Wilmette, IL 60091, USA",27268,43.8,129551,67089,2.977849494,42.0805743,-87.7320368,151,27268.0,1.8813260965233973
58503,"Bismarck, ND 58503, USA",27196,37.3,81341,38377,4.416090602,46.8871785,-100.7209975,17,27196.0,1.6583321076628916
14715,"Bolivar, NY 14715, USA",2763,40.2,45030,22257,15.63517915,42.0765655,-78.1792434,2,2763.0,4.632645674990952
97721,"Princeton, OR 97721, USA",610,30.7,27321,11412,50.98360656,42.58252,-118.521529,0,610.0,2.1311475409836067
49098,"Watervliet, MI 49098, USA",6388,37,42237,18480,21.08641202,42.1549524,-86.2361744,5,6388.0,5.682529743268629
10303,"Staten Island, NY 10303, USA",24537,31.1,51537,22077,21.82825936,40.6311444,-74.1739057,174,24537.0,4.01027020418144
76950,"Sonora, TX 76950, USA",4069,35.5,53500,27732,7.176210371,30.3776869,-100.5296115,0,4069.0,0.8847382649299582
72315,"Blytheville, AR 72315, USA",24120,34.4,37044,19837,23.58623549,35.8933774,-89.9066314,15,24120.0,4.776119402985074
67839,"Dighton, KS 67839, USA",1251,46.8,49773,30282,9.67226219,38.4456222,-100.3497895,0,1251.0,2.0783373301358914
18237,"McAdoo, PA 18237, USA",3848,39.1,42140,20172,11.9022869,40.8888417,-75.9985693,13,3848.0,6.133056133056133
3276,"Tilton, NH 03276, USA",8394,41.9,58449,25690,13.17607815,32.2819566,-93.785344,2,,
94040,"Mountain View, CA 94040, USA",33852,35.7,99375,54558,8.599196502,37.3785351,-122.086585,102,33852.0,3.80184331797235
24281,"Rose Hill, VA 24281, USA",2691,37.6,22902,15557,37.08658491,36.6591508,-83.3148018,2,2691.0,6.726124117428466
23055,"Fork Union, VA 23055, USA",936,48,59648,21737,1.388888889,37.7788311,-78.2362225,1,936.0,0.0
52315,"Newhall, IA 52315, USA",958,42.4,61750,27831,1.461377871,42.0012884,-92.0077316,2,958.0,1.1482254697286012
61062,"Pearl City, IL 61062, USA",1964,40.7,60000,26087,9.266802444,42.2755343,-89.8130356,1,1964.0,4.175152749490835
83122,"Grover, WY 83122, USA",469,36.1,83333,28556,0,42.8218259,-110.9566245,0,469.0,2.55863539445629
40060,"Raywick, KY 40060, USA",1115,44.2,40813,18390,14.08071749,37.5302785,-85.4581859,0,1115.0,5.560538116591928
8859,"Parlin, NJ 08859, USA",21594,38.9,79835,35353,6.075761786,42.6960673,26.4123787,22,,
31771,"Norman Park, GA 31771, USA",6207,32.9,33524,17690,20.62187852,31.2664145,-83.6561215,0,6207.0,6.009344288706299
60565,"Naperville, IL 60565, USA",40864,40.8,113581,45408,3.57527408,41.7353591,-88.1193763,129,40864.0,3.807752545027408
45036,"Lebanon, OH 45036, USA",38476,36.9,68633,27591,7.74768687,39.445842,-84.2067992,23,38476.0,4.376754340368022
40769,"Williamsburg, KY 40769, USA",18135,36.9,27221,14298,27.19602978,36.7434075,-84.1598641,7,18135.0,5.18334711883099
54979,"Van Dyne, WI 54979, USA",1400,42.9,65313,26566,1.714285714,43.867169,-88.5081765,3,1400.0,2.357142857142857
72401,"Jonesboro, AR 72401, USA",55197,31.6,34819,20130,26.8456619,35.8916172,-90.658333,28,55197.0,5.436889686033661
50002,"Adair, IA 50002, USA",1338,41.3,40550,23974,15.3961136,41.5283965,-94.6243751,2,1338.0,2.690582959641256
85606,"Cochise, AZ 85606, USA",1426,53.4,27406,17731,25.2454418,32.054524,-109.9020509,0,1426.0,7.713884992987377
44147,"Broadview Heights, OH 44147, USA",19331,42.1,76021,37217,6.533547152,41.33031,-81.6802054,63,19331.0,3.6676840308313072
48386,"White Lake, MI 48386, USA",18081,42.9,74321,33301,6.448758365,42.6489461,-83.4750241,29,18081.0,5.337094187268403
8854,"Piscataway Township, NJ 08854, USA",56874,33.2,91164,32262,4.970636846,33.8528941,-109.1824567,0,,
49411,"Free Soil, MI 49411, USA",1523,47.1,44450,25531,13.59159554,44.0925394,-86.2767995,0,1523.0,4.9244911359159556
1469,"Townsend, MA 01469, USA",7044,40.4,78985,34037,4.997160704,37.3032872,-82.6466401,2,,
85250,"Scottsdale, AZ 85250, USA",16653,48.6,59358,39968,7.788386477,33.5243639,-111.8985922,102,16653.0,3.2486639044016092
48416,"Brown City, MI 48416, USA",4986,38.6,43397,20143,14.64099479,43.2102347,-82.9716617,4,4986.0,7.320497392699559
12156,"Schodack Landing, NY 12156, USA",933,40.5,64107,31616,12.96891747,42.4798662,-73.7360175,9,933.0,1.9292604501607717
7082,"Towaco, NJ 07082, USA",5107,45.9,129432,59216,3.309183474,47.9623949,-92.8937893,0,,
16665,"Newry, PA 16665, USA",291,43.3,27188,19095,19.24398625,40.3922417,-78.4346936,23,291.0,15.120274914089347
30564,"Murrayville, GA 30564, USA",3714,40.5,64213,23422,9.71997846,34.4762579,-83.8579053,6,3714.0,3.392568659127625
52362,"Wyoming, IA 52362, USA",670,49.1,38359,27973,3.582089552,42.0540378,-91.0011902,3,670.0,1.791044776119403
47591,"Vincennes, IN 47591, USA",26995,37.1,40815,20681,14.11002037,38.605823,-87.5198011,11,26995.0,3.356177069827746
47967,"New Richmond, IN 47967, USA",924,35.5,53462,19191,9.632034632,40.1779663,-86.9924358,1,924.0,5.8441558441558445
41564,"Sidney, KY 41564, USA",1312,34.3,41806,16302,19.89329268,37.6143052,-82.3560389,0,1312.0,4.2682926829268295
65332,"Green Ridge, MO 65332, USA",1656,40.3,40511,18929,14.00966184,38.6247363,-93.3993751,1,1656.0,3.743961352657005
71353,"Melville, LA 71353, USA",1646,43.4,26719,19660,36.39125152,30.68885,-91.7441475,1,1646.0,2.2478736330498177
54733,"Dallas, WI 54733, USA",1305,41.3,50809,23292,10.57471264,45.2653649,-91.8695542,3,1305.0,2.835249042145594
73771,"Wakita, OK 73771, USA",450,48.9,45536,27035,6.888888889,36.9049895,-97.9157099,1,450.0,5.777777777777778
98358,"Nordland, WA 98358, USA",1237,51.6,51146,28010,6.224737268,48.055251,-122.6957073,4,1237.0,7.19482619240097
51433,"Auburn, IA 51433, USA",582,48.3,47500,22422,6.013745704,42.2708877,-94.8728093,0,582.0,1.0309278350515463
54524,"Fifield, WI 54524, USA",743,44.7,43047,24178,18.43876178,45.8462439,-90.4054861,0,743.0,5.248990578734858
11385,"Ridgewood, NY 11385, USA",99379,35,50799,23272,18.03298484,40.6980708,-73.8948295,199,99379.0,4.124613852021051
90003,"Los Angeles, CA 90003, USA",66200,26.2,29686,9963,39.02114804,33.9657994,-118.2731269,114,66200.0,6.4395770392749245
45328,"Gettysburg, OH 45328, USA",692,30.4,43750,14939,28.03468208,40.1124889,-84.4940315,3,692.0,9.248554913294798
30268,"Palmetto, GA 30268, USA",9736,32.7,47421,22939,12.48972884,33.5272883,-84.7106567,1,9736.0,7.025472473294988
97875,"Stanfield, OR 97875, USA",2707,36,55478,22277,11.89508681,45.8063701,-119.1698118,1,2707.0,4.396010343553749
45684,"Stout, OH 45684, USA",1862,40.8,47517,18795,13.58754028,38.6432345,-83.1863358,2,1862.0,5.639097744360902
64625,"Breckenridge, MO 64625, USA",549,43.7,36250,20795,17.12204007,39.7340069,-93.8044831,1,549.0,3.278688524590164
20143,"Catharpin, VA 20143, USA",1081,42.8,139938,51051,2.405180389,38.8568373,-77.5676735,21,1081.0,0.0
12831,"Gansevoort, NY 12831, USA",17644,40.3,71393,33481,3.882339606,43.2029076,-73.6771662,1,17644.0,2.5731126728632963
